#Assembly 1	Assembly 2
A01p00020.1_BnaDARv10-PA	CDY61895.1
A08p17830.1_BnaDARv10-PA	CDY45023.1
A08p17840.1_BnaDARv10-PA	CDY45022.1
A08p17860.1_BnaDARv10-PA	CDY69007.1
A08p17870.1_BnaDARv10-PA	CDY45020.1
A08p17880.1_BnaDARv10-PA	CDY45019.1
A08p17900.1_BnaDARv10-PA	CDY45018.1
A08p17920.1_BnaDARv10-PA	CDY45016.1
A08p17930.1_BnaDARv10-PA	CDY45015.1
A08p17940.1_BnaDARv10-PA	CDY45014.1
A08p18040.1_BnaDARv10-PA	CDY23340.1
A08p18100.1_BnaDARv10-PA	CDY23334.1
A08p18110.1_BnaDARv10-PA	CDY23333.1
A08p18120.1_BnaDARv10-PA	CDY23332.1
A08p18130.1_BnaDARv10-PA	CDY23331.1
A08p18140.1_BnaDARv10-PA	CDY23330.1
A08p18150.1_BnaDARv10-PA	CDY23329.1
A08p18160.1_BnaDARv10-PA	CDY39889.1
A08p18170.1_BnaDARv10-PA	CDY23327.1
A08p18180.1_BnaDARv10-PA	CDY23326.1
A08p18190.1_BnaDARv10-PA	CDY39884.1
A08p18210.1_BnaDARv10-PA	CDY23323.1
A08p18230.1_BnaDARv10-PA	CDY23321.1
A08p18260.1_BnaDARv10-PA	CDY61396.1
A08p18300.1_BnaDARv10-PA	CDY61392.1
A08p18310.1_BnaDARv10-PA	CDY61391.1
A08p18320.1_BnaDARv10-PA	CDY61390.1
A08p18330.1_BnaDARv10-PA	CDY61388.1
A08p18340.1_BnaDARv10-PA	CDY61387.1
A08p18360.1_BnaDARv10-PA	CDY23319.1
A08p18390.1_BnaDARv10-PA	CDY23316.1
A08p18410.1_BnaDARv10-PA	CDY23314.1
A08p18420.1_BnaDARv10-PA	CDY23313.1
A08p18430.1_BnaDARv10-PA	CDY39881.1
A08p18440.1_BnaDARv10-PA	CDY23311.1
A08p18460.1_BnaDARv10-PA	CDY23310.1
A08p18470.1_BnaDARv10-PA	CDY23309.1
A08p18480.1_BnaDARv10-PA	CDY23308.1
A08p18490.1_BnaDARv10-PA	CDY23307.1
A08p18500.1_BnaDARv10-PA	CDY23306.1
A08p18510.1_BnaDARv10-PA	CDY23305.1
A08p18540.1_BnaDARv10-PA	CDY65658.1
A08p18550.1_BnaDARv10-PA	CDY65657.1
A08p18570.1_BnaDARv10-PA	CDY23303.1
A08p18580.1_BnaDARv10-PA	CDY23302.1
A08p18590.1_BnaDARv10-PA	CDY23301.1
A08p18600.1_BnaDARv10-PA	CDY23300.1
A08p18610.1_BnaDARv10-PA	CDY23299.1
A08p18620.1_BnaDARv10-PA	CDY23298.1
A08p18630.1_BnaDARv10-PA	CDY23297.1
A08p18640.1_BnaDARv10-PA	CDY23296.1
A08p18660.1_BnaDARv10-PA	CDY23295.1
A08p18680.1_BnaDARv10-PA	CDY23293.1
A08p18700.1_BnaDARv10-PA	CDY23291.1
A08p18710.1_BnaDARv10-PA	CDY23290.1
A08p18740.1_BnaDARv10-PA	CDY23286.1
A08p18750.1_BnaDARv10-PA	CDY23285.1
A08p18760.1_BnaDARv10-PA	CDY23284.1
A08p18770.1_BnaDARv10-PA	CDY23283.1
A08p18790.1_BnaDARv10-PA	CDY23281.1
A08p18810.1_BnaDARv10-PA	CDY23279.1
A08p18820.1_BnaDARv10-PA	CDY23278.1
A08p18850.1_BnaDARv10-PA	CDY69793.1
A08p18880.1_BnaDARv10-PA	CDY23277.1
A08p18890.1_BnaDARv10-PA	CDY23276.1
A08p18920.1_BnaDARv10-PA	CDY23272.1
A08p18970.1_BnaDARv10-PA	CDY23270.1
A08p19000.1_BnaDARv10-PA	CDY23268.1
A08p19050.1_BnaDARv10-PA	CDY23260.1
A08p19070.1_BnaDARv10-PA	CDY23258.1
A08p19080.1_BnaDARv10-PA	CDY23257.1
A08p19090.1_BnaDARv10-PA	CDY23256.1
A08p19110.1_BnaDARv10-PA	CDY23254.1
A08p19120.1_BnaDARv10-PA	CDY23253.1
A08p19130.1_BnaDARv10-PA	CDY23252.1
A08p19140.1_BnaDARv10-PA	CDY23250.1
A08p19160.1_BnaDARv10-PA	CDY23248.1
A08p19170.1_BnaDARv10-PA	CDY23247.1
A08p19180.1_BnaDARv10-PA	CDY23246.1
A08p19190.1_BnaDARv10-PA	CDY23244.1
A08p19200.1_BnaDARv10-PA	CDY23243.1
A08p19230.1_BnaDARv10-PA	CDY23240.1
A08p19250.1_BnaDARv10-PA	CDY23238.1
A08p19260.1_BnaDARv10-PA	CDY23237.1
A08p19270.1_BnaDARv10-PA	CDY23236.1
A08p19280.1_BnaDARv10-PA	CDY23235.1
A08p19310.1_BnaDARv10-PA	CDY66832.1
A08p19320.1_BnaDARv10-PA	CDY70291.1
A08p19340.1_BnaDARv10-PA	CDY14182.1
A08p19350.1_BnaDARv10-PA	CDY14183.1
A08p19370.1_BnaDARv10-PA	CDY14186.1
A08p19380.1_BnaDARv10-PA	CDY14187.1
A08p19390.1_BnaDARv10-PA	CDY14188.1
A08p19400.1_BnaDARv10-PA	CDY14189.1
A08p19430.1_BnaDARv10-PA	CDY14192.1
A08p19460.1_BnaDARv10-PA	CDY14194.1
A08p19490.1_BnaDARv10-PA	CDY14196.1
A08p19500.1_BnaDARv10-PA	CDY14197.1
A08p19510.1_BnaDARv10-PA	CDY14198.1
A08p19530.1_BnaDARv10-PA	CDY14199.1
A08p19540.1_BnaDARv10-PA	CDY14200.1
A08p19550.1_BnaDARv10-PA	CDY14201.1
A08p19560.1_BnaDARv10-PA	CDY14202.1
A08p19570.1_BnaDARv10-PA	CDY14203.1
A08p19590.1_BnaDARv10-PA	CDY14205.1
A08p19610.1_BnaDARv10-PA	CDY14206.1
A08p19620.1_BnaDARv10-PA	CDY14207.1
A08p19640.1_BnaDARv10-PA	CDY14209.1
A08p19650.1_BnaDARv10-PA	CDY14210.1
A08p19660.1_BnaDARv10-PA	CDY14211.1
A08p19670.1_BnaDARv10-PA	CDY14212.1
A08p19680.1_BnaDARv10-PA	CDY14213.1
A08p19690.1_BnaDARv10-PA	CDY62033.1
A08p19700.1_BnaDARv10-PA	CDY14215.1
A08p19710.1_BnaDARv10-PA	CDY14216.1
A08p19720.1_BnaDARv10-PA	CDY14217.1
A08p19730.1_BnaDARv10-PA	CDY14218.1
A08p19740.1_BnaDARv10-PA	CDY14219.1
A08p19750.1_BnaDARv10-PA	CDY14220.1
A08p19770.1_BnaDARv10-PA	CDY14223.1
A08p19790.1_BnaDARv10-PA	CDY14224.1
A08p19800.1_BnaDARv10-PA	CDY14225.1
A08p19810.1_BnaDARv10-PA	CDY14226.1
A08p19840.1_BnaDARv10-PA	CDY66755.1
A08p19850.1_BnaDARv10-PA	CDY66756.1
A08p19870.1_BnaDARv10-PA	CDY07398.1
A08p19880.1_BnaDARv10-PA	CDY66478.1
A08p19890.1_BnaDARv10-PA	CDY66477.1
A08p19900.1_BnaDARv10-PA	CDY66476.1
A08p19910.1_BnaDARv10-PA	CDY66475.1
A08p19920.1_BnaDARv10-PA	CDY68271.1
A08p19930.1_BnaDARv10-PA	CDY68270.1
A08p19940.1_BnaDARv10-PA	CDY68269.1
A08p19970.1_BnaDARv10-PA	CDY14231.1
A08p19990.1_BnaDARv10-PA	CDY14233.1
A08p20010.1_BnaDARv10-PA	CDY14236.1
A08p20020.1_BnaDARv10-PA	CDY14237.1
A08p20050.1_BnaDARv10-PA	CDY14239.1
A08p20060.1_BnaDARv10-PA	CDY14240.1
A08p20070.1_BnaDARv10-PA	CDY14241.1
A08p20080.1_BnaDARv10-PA	CDY14242.1
A08p20090.1_BnaDARv10-PA	CDY14243.1
A08p20100.1_BnaDARv10-PA	CDY14244.1
A08p20110.1_BnaDARv10-PA	CDY14245.1
A08p20120.1_BnaDARv10-PA	CDY25248.1
A08p20130.1_BnaDARv10-PA	CDY14247.1
A08p20140.1_BnaDARv10-PA	CDY14248.1
A08p20150.1_BnaDARv10-PA	CDY14250.1
A08p20160.1_BnaDARv10-PA	CDY14251.1
A08p20170.1_BnaDARv10-PA	CDY14252.1
A08p20180.1_BnaDARv10-PA	CDY14253.1
A08p20200.1_BnaDARv10-PA	CDY14254.1
A08p20210.1_BnaDARv10-PA	CDY14255.1
A08p20220.1_BnaDARv10-PA	CDY14256.1
A08p20230.1_BnaDARv10-PA	CDY14257.1
A08p20240.1_BnaDARv10-PA	CDY14258.1
A08p20250.1_BnaDARv10-PA	CDY14259.1
A08p20270.1_BnaDARv10-PA	CDY14262.1
A08p20280.1_BnaDARv10-PA	CDY14263.1
A08p20300.1_BnaDARv10-PA	CDY14265.1
A08p20310.1_BnaDARv10-PA	CDY14266.1
A08p20320.1_BnaDARv10-PA	CDY14267.1
A08p20330.1_BnaDARv10-PA	CDY14268.1
A08p20370.1_BnaDARv10-PA	CDY67826.1
A08p20380.1_BnaDARv10-PA	CDY14271.1
A08p20410.1_BnaDARv10-PA	CDY14272.1
A08p20420.1_BnaDARv10-PA	CDY14273.1
A08p20440.1_BnaDARv10-PA	CDY14275.1
A08p20450.1_BnaDARv10-PA	CDY14276.1
A08p20460.1_BnaDARv10-PA	CDY14277.1
A08p20470.1_BnaDARv10-PA	CDY14278.1
A08p20480.1_BnaDARv10-PA	CDY14279.1
A08p20490.1_BnaDARv10-PA	CDY14280.1
A08p20520.1_BnaDARv10-PA	CDY14282.1
A08p20530.1_BnaDARv10-PA	CDY14283.1
A08p20540.1_BnaDARv10-PA	CDY14284.1
A08p20550.1_BnaDARv10-PA	CDY14285.1
A08p20560.1_BnaDARv10-PA	CDY14286.1
A08p20570.1_BnaDARv10-PA	CDY14287.1
A08p20580.1_BnaDARv10-PA	CDY14288.1
A08p20590.1_BnaDARv10-PA	CDY14289.1
A08p20620.1_BnaDARv10-PA	CDY14290.1
A08p20630.1_BnaDARv10-PA	CDY14291.1
A08p20650.1_BnaDARv10-PA	CDY14293.1
A08p20660.1_BnaDARv10-PA	CDY14294.1
A08p20670.1_BnaDARv10-PA	CDY14295.1
A08p20680.1_BnaDARv10-PA	CDY14296.1
A08p20690.1_BnaDARv10-PA	CDY14297.1
A08p20700.1_BnaDARv10-PA	CDY14298.1
A08p20720.1_BnaDARv10-PA	CDY14300.1
A08p20730.1_BnaDARv10-PA	CDY14301.1
A08p20740.1_BnaDARv10-PA	CDY14302.1
A08p20750.1_BnaDARv10-PA	CDY14303.1
A08p20760.1_BnaDARv10-PA	CDY14304.1
A08p20790.1_BnaDARv10-PA	CDY14306.1
A08p20810.1_BnaDARv10-PA	CDY14308.1
A08p20830.1_BnaDARv10-PA	CDY50007.1
A08p20850.1_BnaDARv10-PA	CDY14312.1
A08p20870.1_BnaDARv10-PA	CDY14316.1
A08p20910.1_BnaDARv10-PA	CDY14318.1
A08p20920.1_BnaDARv10-PA	CDY69957.1
A08p20930.1_BnaDARv10-PA	CDY50000.1
A08p20980.1_BnaDARv10-PA	CDY66011.1
A08p20990.1_BnaDARv10-PA	CDY66010.1
A08p21020.1_BnaDARv10-PA	CDY66007.1
A08p21070.1_BnaDARv10-PA	CDY52366.1
A08p21080.1_BnaDARv10-PA	CDY52365.1
A08p21100.1_BnaDARv10-PA	CDY52362.1
A08p21110.1_BnaDARv10-PA	CDY52361.1
A08p21150.1_BnaDARv10-PA	CDY52357.1
A08p21170.1_BnaDARv10-PA	CDY66014.1
A08p21190.1_BnaDARv10-PA	CDY52353.1
A08p21200.1_BnaDARv10-PA	CDY52352.1
A08p21210.1_BnaDARv10-PA	CDY52351.1
A08p21220.1_BnaDARv10-PA	CDY52350.1
A08p21240.1_BnaDARv10-PA	CDY24860.1
A08p21250.1_BnaDARv10-PA	CDY24859.1
A08p21260.1_BnaDARv10-PA	CDY24858.1
A08p21270.1_BnaDARv10-PA	CDY24857.1
A08p21280.1_BnaDARv10-PA	CDY24856.1
A08p21310.1_BnaDARv10-PA	CDY24854.1
A08p21350.1_BnaDARv10-PA	CDY24851.1
A08p21370.1_BnaDARv10-PA	CDY24847.1
A08p21380.1_BnaDARv10-PA	CDY24846.1
A08p21390.1_BnaDARv10-PA	CDY24845.1
A08p21400.1_BnaDARv10-PA	CDY24844.1
A08p21420.1_BnaDARv10-PA	CDY24843.1
A08p21440.1_BnaDARv10-PA	CDY24841.1
A08p21450.1_BnaDARv10-PA	CDY24840.1
A08p21460.1_BnaDARv10-PA	CDY24839.1
A08p21470.1_BnaDARv10-PA	CDY24838.1
A08p21480.1_BnaDARv10-PA	CDY24837.1
A08p21490.1_BnaDARv10-PA	CDY24836.1
A08p21560.1_BnaDARv10-PA	CDY24831.1
A08p21570.1_BnaDARv10-PA	CDY24830.1
A08p21580.1_BnaDARv10-PA	CDY24829.1
A08p21590.1_BnaDARv10-PA	CDY24828.1
A08p21600.1_BnaDARv10-PA	CDY24827.1
A08p21610.1_BnaDARv10-PA	CDY24826.1
A08p21620.1_BnaDARv10-PA	CDY24825.1
A08p21630.1_BnaDARv10-PA	CDY24824.1
A08p21670.1_BnaDARv10-PA	CDY67335.1
A08p21680.1_BnaDARv10-PA	CDY42653.1
A08p21700.1_BnaDARv10-PA	CDY64042.1
A08p21740.1_BnaDARv10-PA	CDY64038.1
A08p21750.1_BnaDARv10-PA	CDY69937.1
A08p21760.1_BnaDARv10-PA	CDY69938.1
A08p21770.1_BnaDARv10-PA	CDY24820.1
A08p21780.1_BnaDARv10-PA	CDY24819.1
A08p21790.1_BnaDARv10-PA	CDY24818.1
A08p21800.1_BnaDARv10-PA	CDY24817.1
A08p21810.1_BnaDARv10-PA	CDY24816.1
A08p21820.1_BnaDARv10-PA	CDY24815.1
A08p21840.1_BnaDARv10-PA	CDY24814.1
A08p21860.1_BnaDARv10-PA	CDY24812.1
A08p21870.1_BnaDARv10-PA	CDY24811.1
A08p21880.1_BnaDARv10-PA	CDY24810.1
A08p21890.1_BnaDARv10-PA	CDY24809.1
A08p21900.1_BnaDARv10-PA	CDY24808.1
A08p21930.1_BnaDARv10-PA	CDY24807.1
A08p21940.1_BnaDARv10-PA	CDY24806.1
A08p21960.1_BnaDARv10-PA	CDY70188.1
A08p21970.1_BnaDARv10-PA	CDY24804.1
A08p21980.1_BnaDARv10-PA	CDY24803.1
A08p21990.1_BnaDARv10-PA	CDY24802.1
A08p22020.1_BnaDARv10-PA	CDY24801.1
A08p22040.1_BnaDARv10-PA	CDY24799.1
A08p22050.1_BnaDARv10-PA	CDY35454.1
A08p22060.1_BnaDARv10-PA	CDY35455.1
A08p22070.1_BnaDARv10-PA	CDY24796.1
A08p22090.1_BnaDARv10-PA	CDY24794.1
A08p22130.1_BnaDARv10-PA	CDY24790.1
A08p22150.1_BnaDARv10-PA	CDY24788.1
A08p22170.1_BnaDARv10-PA	CDY24786.1
A08p22180.1_BnaDARv10-PA	CDY24785.1
A08p22190.1_BnaDARv10-PA	CDY24784.1
A08p22200.1_BnaDARv10-PA	CDY70470.1
A08p22220.1_BnaDARv10-PA	CDY53077.1
A08p22240.1_BnaDARv10-PA	CDY24780.1
A08p22250.1_BnaDARv10-PA	CDY24779.1
A08p22270.1_BnaDARv10-PA	CDY24778.1
A08p22280.1_BnaDARv10-PA	CDY24777.1
A08p22300.1_BnaDARv10-PA	CDY24776.1
A08p22330.1_BnaDARv10-PA	CDY24775.1
A08p22340.1_BnaDARv10-PA	CDY24774.1
A08p22360.1_BnaDARv10-PA	CDY24772.1
A08p22370.1_BnaDARv10-PA	CDY24771.1
A08p22380.1_BnaDARv10-PA	CDY24770.1
A08p22390.1_BnaDARv10-PA	CDY24769.1
A08p22400.1_BnaDARv10-PA	CDY24768.1
A08p22430.1_BnaDARv10-PA	CDY24766.1
A08p22450.1_BnaDARv10-PA	CDY24765.1
A08p22460.1_BnaDARv10-PA	CDY24764.1
A08p22470.1_BnaDARv10-PA	CDY44059.1
A08p22490.1_BnaDARv10-PA	CDY44057.1
A08p22500.1_BnaDARv10-PA	CDY44056.1
A08p22510.1_BnaDARv10-PA	CDY44055.1
A08p22520.1_BnaDARv10-PA	CDY44054.1
A08p22570.1_BnaDARv10-PA	CDY44048.1
A08p22580.1_BnaDARv10-PA	CDY44047.1
A08p22600.1_BnaDARv10-PA	CDY44043.1
A08p22610.1_BnaDARv10-PA	CDY44042.1
A08p22620.1_BnaDARv10-PA	CDY44041.1
A08p22630.1_BnaDARv10-PA	CDY44040.1
A08p22650.1_BnaDARv10-PA	CDY44038.1
A08p22660.1_BnaDARv10-PA	CDY44037.1
A08p22670.1_BnaDARv10-PA	CDY44036.1
A08p22680.1_BnaDARv10-PA	CDY44035.1
A08p22690.1_BnaDARv10-PA	CDY44034.1
A08p22700.1_BnaDARv10-PA	CDY44033.1
A08p22710.1_BnaDARv10-PA	CDY44032.1
A08p22720.1_BnaDARv10-PA	CDY44031.1
A08p22740.1_BnaDARv10-PA	CDY44029.1
A08p22790.1_BnaDARv10-PA	CDY44027.1
A08p22800.1_BnaDARv10-PA	CDY69462.1
A08p22810.1_BnaDARv10-PA	CDY60301.1
A08p22840.1_BnaDARv10-PA	CDY70066.1
A08p22880.1_BnaDARv10-PA	CDY49677.1
A08p22900.1_BnaDARv10-PA	CDY72199.1
A08p22930.1_BnaDARv10-PA	CDY49682.1
A08p22940.1_BnaDARv10-PA	CDY49683.1
A08p22950.1_BnaDARv10-PA	CDY49684.1
A08p22980.1_BnaDARv10-PA	CDY63550.1
A08p23000.1_BnaDARv10-PA	CDY52519.1
A08p23010.1_BnaDARv10-PA	CDY52518.1
A08p23020.1_BnaDARv10-PA	CDY52517.1
A08p23040.1_BnaDARv10-PA	CDY52517.1
A08p23050.1_BnaDARv10-PA	CDY52516.1
A08p23080.1_BnaDARv10-PA	CDY52513.1
A08p23100.1_BnaDARv10-PA	CDY52512.1
A08p23120.1_BnaDARv10-PA	CDY52511.1
A08p23130.1_BnaDARv10-PA	CDY52510.1
A08p23150.1_BnaDARv10-PA	CDY39477.1
A08p23170.1_BnaDARv10-PA	CDY39473.1
A08p23180.1_BnaDARv10-PA	CDY39472.1
A08p23250.1_BnaDARv10-PA	CDY59444.1
A08p23290.1_BnaDARv10-PA	CDY39463.1
A08p23300.1_BnaDARv10-PA	CDY39462.1
A08p23330.1_BnaDARv10-PA	CDY39457.1
A08p23340.1_BnaDARv10-PA	CDY39456.1
A08p23390.1_BnaDARv10-PA	CDY58187.1
A08p23400.1_BnaDARv10-PA	CDY58186.1
A08p23420.1_BnaDARv10-PA	CDY56636.1
A08p23480.1_BnaDARv10-PA	CDY61802.1
A08p23590.1_BnaDARv10-PA	CDY12142.1
A08p23650.1_BnaDARv10-PA	CDY12138.1
A08p23720.1_BnaDARv10-PA	CDY12132.1
A08p23730.1_BnaDARv10-PA	CDY12131.1
A08p23780.1_BnaDARv10-PA	CDY12125.1
A08p23820.1_BnaDARv10-PA	CDY12121.1
A08p23840.1_BnaDARv10-PA	CDY71205.1
A08p23860.1_BnaDARv10-PA	CDY12118.1
A08p23870.1_BnaDARv10-PA	CDY12117.1
A08p23880.1_BnaDARv10-PA	CDY12116.1
A08p23890.1_BnaDARv10-PA	CDY12115.1
A08p23910.1_BnaDARv10-PA	CDY22401.1
A08p23920.1_BnaDARv10-PA	CDY12111.1
A08p24010.1_BnaDARv10-PA	CDY12102.1
A08p24040.1_BnaDARv10-PA	CDY12100.1
A08p24050.1_BnaDARv10-PA	CDY12099.1
A08p24070.1_BnaDARv10-PA	CDY12097.1
A08p24080.1_BnaDARv10-PA	CDY12096.1
A08p24110.1_BnaDARv10-PA	CDY12094.1
A08p24120.1_BnaDARv10-PA	CDY12093.1
A08p24130.1_BnaDARv10-PA	CDY12092.1
A08p24150.1_BnaDARv10-PA	CDY12089.1
A08p24190.1_BnaDARv10-PA	CDY12086.1
A08p24220.1_BnaDARv10-PA	CDY12083.1
A08p24260.1_BnaDARv10-PA	CDY12076.1
A08p24280.1_BnaDARv10-PA	CDY65023.1
A08p24300.1_BnaDARv10-PA	CDY65025.1
A08p24310.1_BnaDARv10-PA	CDY65026.1
A08p24350.1_BnaDARv10-PA	CDY12066.1
A08p24360.1_BnaDARv10-PA	CDY12065.1
A08p24390.1_BnaDARv10-PA	CDY12062.1
A08p24460.1_BnaDARv10-PA	CDY12056.1
A08p24480.1_BnaDARv10-PA	CDY12054.1
A08p24490.1_BnaDARv10-PA	CDY12051.1
A08p24500.1_BnaDARv10-PA	CDY12050.1
A08p24510.1_BnaDARv10-PA	CDY12048.1
A08p24530.1_BnaDARv10-PA	CDY12046.1
A08p24550.1_BnaDARv10-PA	CDY24982.1
A08p24560.1_BnaDARv10-PA	CDY24982.1
A08p24620.1_BnaDARv10-PA	CDY59232.1
A08p24630.1_BnaDARv10-PA	CDY59231.1
A08p24660.1_BnaDARv10-PA	CDY51468.1
A08p24670.1_BnaDARv10-PA	CDY51469.1
A08p24680.1_BnaDARv10-PA	CDY51470.1
A08p24690.1_BnaDARv10-PA	CDY51471.1
A08p24750.1_BnaDARv10-PA	CDY35262.1
A08p24760.1_BnaDARv10-PA	CDY35265.1
A08p24770.1_BnaDARv10-PA	CDY35266.1
A08p24780.1_BnaDARv10-PA	CDY35269.1
A08p24800.1_BnaDARv10-PA	CDY35271.1
A08p24820.1_BnaDARv10-PA	CDY35274.1
A08p24830.1_BnaDARv10-PA	CDY71411.1
A08p24850.1_BnaDARv10-PA	CDY35276.1
A08p24880.1_BnaDARv10-PA	CDY35279.1
A08p24930.1_BnaDARv10-PA	CDY35294.1
A08p24940.1_BnaDARv10-PA	CDY35295.1
A08p24950.1_BnaDARv10-PA	CDY35296.1
A08p24960.1_BnaDARv10-PA	CDY35297.1
A08p24990.1_BnaDARv10-PA	CDY35299.1
A08p25010.1_BnaDARv10-PA	CDY35302.1
A08p25050.1_BnaDARv10-PA	CDY35304.1
A08p25070.1_BnaDARv10-PA	CDY35306.1
A08p25120.1_BnaDARv10-PA	CDY43332.1
A08p25130.1_BnaDARv10-PA	CDY66000.1
A08p25140.1_BnaDARv10-PA	CDY66001.1
A08p25160.1_BnaDARv10-PA	CDY63208.1
A08p25170.1_BnaDARv10-PA	CDY46691.1
A08p25180.1_BnaDARv10-PA	CDY63206.1
A08p25220.1_BnaDARv10-PA	CDY43329.1
A08p25240.1_BnaDARv10-PA	CDY43326.1
A08p25250.1_BnaDARv10-PA	CDY43325.1
A08p25270.1_BnaDARv10-PA	CDY43323.1
A08p25300.1_BnaDARv10-PA	CDY43320.1
A08p25310.1_BnaDARv10-PA	CDY43319.1
A08p25320.1_BnaDARv10-PA	CDY43318.1
A08p25330.1_BnaDARv10-PA	CDY43317.1
A08p25350.1_BnaDARv10-PA	CDY43315.1
A08p25360.1_BnaDARv10-PA	CDY43314.1
A08p25370.1_BnaDARv10-PA	CDY43312.1
A08p25380.1_BnaDARv10-PA	CDY68355.1
A08p25410.1_BnaDARv10-PA	CDY43309.1
A08p25440.1_BnaDARv10-PA	CDY35757.1
A08p25520.1_BnaDARv10-PA	CDY40293.1
A08p25550.1_BnaDARv10-PA	CDY35744.1
A08p25560.1_BnaDARv10-PA	CDY35744.1
A08p25630.1_BnaDARv10-PA	CDY35738.1
A08p25650.1_BnaDARv10-PA	CDY69368.1
A08p25660.1_BnaDARv10-PA	CDY35734.1
A08p25710.1_BnaDARv10-PA	CDY46613.1
A08p25740.1_BnaDARv10-PA	CDY35723.1
A08p25750.1_BnaDARv10-PA	CDY35722.1
A08p25890.1_BnaDARv10-PA	CDY11750.1
A08p25970.1_BnaDARv10-PA	CDY11757.1
A08p25980.1_BnaDARv10-PA	CDY67303.1
A08p25990.1_BnaDARv10-PA	CDY11759.1
A08p26000.1_BnaDARv10-PA	CDY11760.1
A08p26020.1_BnaDARv10-PA	CDY11762.1
A08p26050.1_BnaDARv10-PA	CDY11764.1
A08p26060.1_BnaDARv10-PA	CDY11765.1
A08p26080.1_BnaDARv10-PA	CDY11768.1
A08p26130.1_BnaDARv10-PA	CDY11774.1
A08p26150.1_BnaDARv10-PA	CDY11776.1
A08p26160.1_BnaDARv10-PA	CDY11777.1
A08p26170.1_BnaDARv10-PA	CDY11778.1
A08p26210.1_BnaDARv10-PA	CDY64388.1
A08p26240.1_BnaDARv10-PA	CDY11793.1
A08p26260.1_BnaDARv10-PA	CDY11807.1
A08p26270.1_BnaDARv10-PA	CDY11808.1
A08p26280.1_BnaDARv10-PA	CDY11809.1
A08p26290.1_BnaDARv10-PA	CDY11810.1
A08p26300.1_BnaDARv10-PA	CDY11811.1
A08p26360.1_BnaDARv10-PA	CDY67699.1
A08p26370.1_BnaDARv10-PA	CDY11816.1
A08p26400.1_BnaDARv10-PA	CDY66148.1
A08p26420.1_BnaDARv10-PA	CDY11822.1
A08p26430.1_BnaDARv10-PA	CDY11823.1
A08p26450.1_BnaDARv10-PA	CDY66860.1
A08p26470.1_BnaDARv10-PA	CDY66858.1
A08p26500.1_BnaDARv10-PA	CDY36145.1
A08p26510.1_BnaDARv10-PA	CDY36144.1
A08p26520.1_BnaDARv10-PA	CDY36143.1
A08p26530.1_BnaDARv10-PA	CDY36142.1
A08p26540.1_BnaDARv10-PA	CDY36141.1
A08p26550.1_BnaDARv10-PA	CDY36140.1
A08p26560.1_BnaDARv10-PA	CDY36139.1
A08p26570.1_BnaDARv10-PA	CDY36138.1
A08p26590.1_BnaDARv10-PA	CDY36136.1
A08p26610.1_BnaDARv10-PA	CDY36135.1
A08p26620.1_BnaDARv10-PA	CDY36134.1
A08p26650.1_BnaDARv10-PA	CDY36133.1
A08p26660.1_BnaDARv10-PA	CDY71583.1
A08p26670.1_BnaDARv10-PA	CDY36132.1
A08p26680.1_BnaDARv10-PA	CDY36131.1
A08p26710.1_BnaDARv10-PA	CDY36130.1
A08p26720.1_BnaDARv10-PA	CDY36129.1
A08p26740.1_BnaDARv10-PA	CDY69498.1
A08p26750.1_BnaDARv10-PA	CDY36128.1
A08p26760.1_BnaDARv10-PA	CDY36127.1
A08p26770.1_BnaDARv10-PA	CDY36126.1
A08p26780.1_BnaDARv10-PA	CDY36125.1
A08p26790.1_BnaDARv10-PA	CDY36124.1
A08p26800.1_BnaDARv10-PA	CDY36123.1
A08p26810.1_BnaDARv10-PA	CDY36122.1
A08p26820.1_BnaDARv10-PA	CDY36121.1
A08p26840.1_BnaDARv10-PA	CDY36119.1
A08p26850.1_BnaDARv10-PA	CDY36118.1
A08p26860.1_BnaDARv10-PA	CDY36117.1
A08p26880.1_BnaDARv10-PA	CDY36115.1
A08p26890.1_BnaDARv10-PA	CDY36114.1
A08p26920.1_BnaDARv10-PA	CDY36112.1
A08p26930.1_BnaDARv10-PA	CDY36111.1
A08p26970.1_BnaDARv10-PA	CDY36107.1
A08p26990.1_BnaDARv10-PA	CDY36105.1
A08p27000.1_BnaDARv10-PA	CDY36104.1
A08p27010.1_BnaDARv10-PA	CDY36103.1
A08p27040.1_BnaDARv10-PA	CDY36102.1
A08p27050.1_BnaDARv10-PA	CDY36101.1
A08p27060.1_BnaDARv10-PA	CDY36100.1
A08p27070.1_BnaDARv10-PA	CDY36099.1
A08p27080.1_BnaDARv10-PA	CDY36098.1
A08p27090.1_BnaDARv10-PA	CDY24387.1
A08p27110.1_BnaDARv10-PA	CDY36094.1
A08p27120.1_BnaDARv10-PA	CDY36093.1
A08p27130.1_BnaDARv10-PA	CDY36092.1
A08p27140.1_BnaDARv10-PA	CDY36091.1
A08p27150.1_BnaDARv10-PA	CDY36090.1
A08p27160.1_BnaDARv10-PA	CDY36089.1
A08p27170.1_BnaDARv10-PA	CDY36088.1
A08p27190.1_BnaDARv10-PA	CDY36086.1
A08p27200.1_BnaDARv10-PA	CDY36085.1
A08p27210.1_BnaDARv10-PA	CDY36083.1
A08p27220.1_BnaDARv10-PA	CDY36084.1
A08p27230.1_BnaDARv10-PA	CDY36082.1
