#Query (assembly 1) 	 Query (assembly 2)	 Gene name (assembly 2)	UniProt ID (assembly 2)	EC number (assembly 2)
A01p00020.1_BnaDARv10-PA	CDY61895.1	BnaAnng17970D	A0A078JBT0	
A06p13360.1_BnaDARv10-PA	CDY26247.1	BnaA06g11700D	A0A078GM35	
A06p13370.1_BnaDARv10-PA	CDY26245.1	BnaA06g11720D	A0A078GIE8	
A06p13380.1_BnaDARv10-PA	CDY26244.1	BnaA06g11730D	A0A078GLX5	
A06p13400.1_BnaDARv10-PA	CDY48304.1	BnaC05g13580D	A0A078IG07	
A06p13410.1_BnaDARv10-PA	CDY26241.1	BnaA06g11760D	A0A078GLL7	
A06p13420.1_BnaDARv10-PA	CDY26240.1	BnaA06g11770D	A0A078GIE3	
A06p13430.1_BnaDARv10-PA	CDY26239.1	BnaA06g11780D	A0A078GLX0	
A06p13440.1_BnaDARv10-PA	CDY26238.1	BnaA06g11790D	A0A078GNM8	
A06p13450.1_BnaDARv10-PA	CDY26237.1	BnaA06g11800D	A0A078GM23	
A06p13460.1_BnaDARv10-PA	CDY26236.1	BnaA06g11810D	A0A078GLL4	
A06p13470.1_BnaDARv10-PA	CDY26235.1	BnaA06g11820D	A0A078GIE0	
A06p13480.1_BnaDARv10-PA	CDY26234.1	BnaA06g11830D	A0A078GLW4	3.1.3.16
A06p13490.1_BnaDARv10-PA	CDY48314.1	BnaC05g13680D	A0A078IG16	
A06p13500.1_BnaDARv10-PA	CDY26232.1	BnaA06g11850D	A0A078GM18	
A06p13520.1_BnaDARv10-PA	CDY26231.1	BnaA06g11860D	A0A078GLL1	
A06p13540.1_BnaDARv10-PA	CDY26229.1	BnaA06g11880D	A0A078GLV9	
A06p13550.1_BnaDARv10-PA	CDY26228.1	BnaA06g11890D	A0A078GNL9	
A06p13570.1_BnaDARv10-PA	CDY26226.1	BnaA06g11910D	A0A078GLK7	
A06p13580.1_BnaDARv10-PA	CDY26225.1	BnaA06g11920D	A0A078GID3	
A06p13590.1_BnaDARv10-PA	CDY59499.1	BnaC05g50000D	A0A078J5H4	
A06p13600.1_BnaDARv10-PA	CDY26224.1	BnaA06g11930D	A0A078GLV3	
A06p13610.1_BnaDARv10-PA	CDY26223.1	BnaA06g11940D	A0A078GNL4	
A06p13640.1_BnaDARv10-PA	CDY26222.1	BnaA06g11950D	A0A078GM09	
A06p13650.1_BnaDARv10-PA	CDY26221.1	BnaA06g11960D	A0A078GLK3	
A06p13720.1_BnaDARv10-PA	CDY26219.1	BnaA06g11980D	A0A078GLU8	
A06p13760.1_BnaDARv10-PA	CDY26219.1	BnaA06g11980D	A0A078GLU8	
A06p13870.1_BnaDARv10-PA	CDY26214.1	BnaA06g12030D	A0A078GLU3	
A06p13880.1_BnaDARv10-PA	CDY26213.1	BnaA06g12040D	A0A078GNK6	
A06p13890.1_BnaDARv10-PA	CDY26212.1	BnaA06g12050D	A0A078GLZ7	
A06p13900.1_BnaDARv10-PA	CDY26211.1	BnaA06g12060D	A0A078GLJ4	
A06p13920.1_BnaDARv10-PA	CDY26209.1	BnaA06g12080D	A0A078GLT9	
A06p13930.1_BnaDARv10-PA	CDY26208.1	BnaA06g12090D	A0A078GNK2	
A06p13940.1_BnaDARv10-PA	CDY26207.1	BnaA06g12100D	A0A078GLZ4	
A06p13950.1_BnaDARv10-PA	CDY19184.1	BnaC05g13850D	A0A078G144	1.1.1.271
A06p13960.1_BnaDARv10-PA	CDY26205.1	BnaA06g12120D	A0A078GIB8	
A06p13970.1_BnaDARv10-PA	CDY26203.1	BnaA06g12140D	A0A078GNJ8	
A06p13980.1_BnaDARv10-PA	CDY26202.1	BnaA06g12150D	A0A078GLY6	
A06p13990.1_BnaDARv10-PA	CDY26200.1	BnaA06g12170D	A0A078GIB4	
A06p14000.1_BnaDARv10-PA	CDY26198.1	BnaA06g12190D	A0A078GNJ3	
A06p14030.1_BnaDARv10-PA	CDY26196.1	BnaA06g12210D	A0A078GLI1	
A06p14050.1_BnaDARv10-PA	CDY26195.1	BnaA06g12220D	A0A078GIA7	
A06p14100.1_BnaDARv10-PA	CDY26192.1	BnaA06g12250D	A0A078GLX6	
A06p14160.1_BnaDARv10-PA	CDY26185.1	BnaA06g12320D	A0A078GIA0	
A06p14170.1_BnaDARv10-PA	CDY26184.1	BnaA06g12330D	A0A078GLR6	
A06p14180.1_BnaDARv10-PA	CDY71313.1	BnaA06g38490D	A0A078JUU5	
A06p14190.1_BnaDARv10-PA	CDY26183.1	BnaA06g12340D	A0A078GNI1	
A06p14210.1_BnaDARv10-PA	CDY26182.1	BnaA06g12350D	A0A078GLW6	
A06p14220.1_BnaDARv10-PA	CDY26181.1	BnaA06g12360D	A0A078GLG7	
A06p14230.1_BnaDARv10-PA	CDY26180.1	BnaA06g12370D	A0A078GI97	
A06p14250.1_BnaDARv10-PA	CDY70127.1	BnaA06g38470D	A0A078JWZ2	
A06p14260.1_BnaDARv10-PA	CDY26178.1	BnaA06g12390D	A0A078GNH6	
A06p14270.1_BnaDARv10-PA	CDY26177.1	BnaA06g12400D	A0A078GLW0	
A06p14280.1_BnaDARv10-PA	CDY26176.1	BnaA06g12410D	A0A078GLG2	
A06p14290.1_BnaDARv10-PA	CDY26175.1	BnaA06g12420D	A0A078GI92	
A06p14300.1_BnaDARv10-PA	CDY26174.1	BnaA06g12430D	A0A078GLQ3	
A06p14310.1_BnaDARv10-PA	CDY26173.1	BnaA06g12440D	A0A078GNH3	
A06p14320.1_BnaDARv10-PA	CDY26172.1	BnaA06g12450D	A0A078GLV5	
A06p14370.1_BnaDARv10-PA	CDY26168.1	BnaA06g12490D	A0A078GNG9	
A06p14380.1_BnaDARv10-PA	CDY26167.1	BnaA06g12500D	A0A078GLV1	
A06p14450.1_BnaDARv10-PA	CDY26165.1	BnaA06g12520D	A0A078GI84	
A06p14460.1_BnaDARv10-PA	CDY26164.1	BnaA06g12530D	A0A078GLP7	
A06p14480.1_BnaDARv10-PA	CDY26162.1	BnaA06g12550D	A0A078GLU7	
A06p14490.1_BnaDARv10-PA	CDY26161.1	BnaA06g12560D	A0A078GLF1	
A06p14510.1_BnaDARv10-PA	CDY26158.1	BnaA06g12590D	A0A078GNG0	
A06p14530.1_BnaDARv10-PA	CDY26155.1	BnaA06g12620D	A0A078GI76	1.13.11.20
A06p14540.1_BnaDARv10-PA	CDY26154.1	BnaA06g12630D	A0A078GLN7	2.3.3.13
A06p14550.1_BnaDARv10-PA	CDY26153.1	BnaA06g12640D	A0A078GNF5	
A06p14560.1_BnaDARv10-PA	CDY26152.1	BnaA06g12650D	A0A078GLT8	
A06p14570.1_BnaDARv10-PA	CDY26151.1	BnaA06g12660D	A0A078GLE5	
A06p14580.1_BnaDARv10-PA	CDY26150.1	BnaA06g12670D	A0A078GI73	
A06p14590.1_BnaDARv10-PA	CDY26149.1	BnaA06g12680D	A0A078GLN2	
A06p14600.1_BnaDARv10-PA	CDY70678.1	BnaAnng34620D	A0A078JSU8	
A06p14630.1_BnaDARv10-PA	CDY26751.1	BnaA06g12710D	A0A078GN28	2.4.1.-
A06p14640.1_BnaDARv10-PA	CDY26750.1	BnaA06g12720D	A0A078GJN3	2.8.2.-
A06p14680.1_BnaDARv10-PA	CDY26746.1	BnaA06g12760D	A0A078GN23	
A06p14720.1_BnaDARv10-PA	CDY26745.1	BnaA06g12770D	A0A078GJM9	
A06p14750.1_BnaDARv10-PA	CDY26743.1	BnaA06g12790D	A0A078GQ11	
A06p14770.1_BnaDARv10-PA	CDY26739.1	BnaA06g12830D	A0A078GNB3	
A06p14790.1_BnaDARv10-PA	CDY26738.1	BnaA06g12840D	A0A078GQ05	
A06p14810.1_BnaDARv10-PA	CDY26737.1	BnaA06g12850D	A0A078GNG6	
A06p14820.1_BnaDARv10-PA	CDY26736.1	BnaA06g12860D	A0A078GN14	
A06p14830.1_BnaDARv10-PA	CDY26735.1	BnaA06g12870D	A0A078GJM0	
A06p14860.1_BnaDARv10-PA	CDY26733.1	BnaA06g12890D	A0A078GQ02	
A06p14910.1_BnaDARv10-PA	CDY26729.1	BnaA06g12930D	A0A078GNA7	
A06p14930.1_BnaDARv10-PA	CDY26728.1	BnaA06g12940D	A0A078GPZ6	
A06p14950.1_BnaDARv10-PA	CDY26729.1	BnaA06g12930D	A0A078GNA7	
A06p14970.1_BnaDARv10-PA	CDY26728.1	BnaA06g12940D	A0A078GPZ6	
A06p15000.1_BnaDARv10-PA	CDY26725.1	BnaA06g12970D	A0A078GJL1	
A06p15010.1_BnaDARv10-PA	CDY26724.1	BnaA06g12980D	A0A078GNA4	
A06p15020.1_BnaDARv10-PA	CDY26723.1	BnaA06g12990D	A0A078GPZ2	
A06p15050.1_BnaDARv10-PA	CDY26721.1	BnaA06g13010D	A0A078GMZ8	
A06p15060.1_BnaDARv10-PA	CDY26720.1	BnaA06g13020D	A0A078GJK7	
A06p15070.1_BnaDARv10-PA	CDY26719.1	BnaA06g13030D	A0A078GNA2	
A06p15080.1_BnaDARv10-PA	CDY72612.1	BnaA06g38480D	A0A078K3X9	
A06p15090.1_BnaDARv10-PA	CDY26717.1	BnaA06g13050D	A0A078GNE7	
A06p15110.1_BnaDARv10-PA	CDY26714.1	BnaA06g13080D	A0A078GN99	
A06p15120.1_BnaDARv10-PA	CDY26713.1	BnaA06g13090D	A0A078GPY4	
A06p15140.1_BnaDARv10-PA	CDY26711.1	BnaA06g13110D	A0A078GMY7	
A06p15160.1_BnaDARv10-PA	CDY26708.1	BnaA06g13140D	A0A078GPX9	
A06p15170.1_BnaDARv10-PA	CDY26707.1	BnaA06g13150D	A0A078GND8	
A06p15190.1_BnaDARv10-PA	CDY26706.1	BnaA06g13160D	A0A078GMY2	
A06p15200.1_BnaDARv10-PA	CDY26705.1	BnaA06g13170D	A0A078GJJ4	
A06p15210.1_BnaDARv10-PA	CDY26704.1	BnaA06g13180D	A0A078GN90	
A06p15230.1_BnaDARv10-PA	CDY26702.1	BnaA06g13200D	A0A078GND1	
A06p15240.1_BnaDARv10-PA	CDY26701.1	BnaA06g13210D	A0A078GMY1	
A06p15250.1_BnaDARv10-PA	CDY26700.1	BnaA06g13220D	A0A078GJJ1	
A06p15260.1_BnaDARv10-PA	CDY26699.1	BnaA06g13230D	A0A078GN86	
A06p15270.1_BnaDARv10-PA	CDY26698.1	BnaA06g13240D	A0A078GPW9	
A06p15280.1_BnaDARv10-PA	CDY26697.1	BnaA06g13250D	A0A078GNC6	
A06p15310.1_BnaDARv10-PA	CDY26695.1	BnaA06g13270D	A0A078GJI8	
A06p15320.1_BnaDARv10-PA	CDY26694.1	BnaA06g13280D	A0A078GN81	
A06p15330.1_BnaDARv10-PA	CDY26693.1	BnaA06g13290D	A0A078GPW4	
A06p15340.1_BnaDARv10-PA	CDY26692.1	BnaA06g13300D	A0A078GNC2	
A06p15350.1_BnaDARv10-PA	CDY26691.1	BnaA06g13310D	A0A078GMX7	
A06p15370.1_BnaDARv10-PA	CDY26690.1	BnaA06g13320D	A0A078GJI5	
A06p15390.1_BnaDARv10-PA	CDY26688.1	BnaA06g13340D	A0A078GPV8	
A06p15400.1_BnaDARv10-PA	CDY26687.1	BnaA06g13350D	A0A078GNB9	1.-.-.-
A06p15410.1_BnaDARv10-PA	CDY26686.1	BnaA06g13360D	A0A078GMX3	2.3.1.41
A06p15420.1_BnaDARv10-PA	CDY26685.1	BnaA06g13370D	A0A078GJI1	
A06p15430.1_BnaDARv10-PA	CDY26684.1	BnaA06g13380D	A0A078GN72	2.4.1.-
A06p15440.1_BnaDARv10-PA	CDY26683.1	BnaA06g13390D	A0A078GPV2	2.3.2.27
A06p15460.1_BnaDARv10-PA	CDY41037.1	BnaC05g14950D	A0A078HT58	
A06p15490.1_BnaDARv10-PA	CDY26678.1	BnaA06g13440D	A0A078GPU9	
A06p15500.1_BnaDARv10-PA	CDY50575.1	BnaA06g13610D	A0A078IHW2	
A06p15510.1_BnaDARv10-PA	CDY50574.1	BnaA06g13620D	A0A078IMH1	
A06p15520.1_BnaDARv10-PA	CDY26675.1	BnaA06g13470D	A0A078GJH4	2.4.2.-
A06p15530.1_BnaDARv10-PA	CDY50572.1	BnaA06g13640D	A0A078IKZ5	
A06p15560.1_BnaDARv10-PA	CDY67389.1	BnaA06g38500D	A0A078JKT4	
A06p15570.1_BnaDARv10-PA	CDY67390.1	BnaA06g38510D	A0A078JLU2	2.1.1.-
A06p15580.1_BnaDARv10-PA	CDY29431.1	BnaA06g13650D	A0A078GV69	2.3.1.-
A06p15640.1_BnaDARv10-PA	CDY29429.1	BnaA06g13670D	A0A078GW79	
A06p15650.1_BnaDARv10-PA	CDY29428.1	BnaA06g13680D	A0A078GXV1	
A06p15660.1_BnaDARv10-PA	CDY29427.1	BnaA06g13690D	A0A078GWB0	
A06p15670.1_BnaDARv10-PA	CDY29426.1	BnaA06g13700D	A0A078GV67	
A06p15680.1_BnaDARv10-PA	CDY29425.1	BnaA06g13710D	A0A078GSF2	
A06p15690.1_BnaDARv10-PA	CDY29424.1	BnaA06g13720D	A0A078GW73	
A06p15700.1_BnaDARv10-PA	CDY29423.1	BnaA06g13730D	A0A078GXU5	
A06p15710.1_BnaDARv10-PA	CDY29422.1	BnaA06g13740D	A0A078GWA9	
A06p15720.1_BnaDARv10-PA	CDY29421.1	BnaA06g13750D	A0A078GV63	
A06p15730.1_BnaDARv10-PA	CDY29420.1	BnaA06g13760D	A0A078GSE8	
A06p15760.1_BnaDARv10-PA	CDY29418.1	BnaA06g13780D	A0A078GXU0	
A06p15770.1_BnaDARv10-PA	CDY29417.1	BnaA06g13790D	A0A078GWA5	
A06p15780.1_BnaDARv10-PA	CDY29416.1	BnaA06g13800D	A0A078GV62	
A06p15800.1_BnaDARv10-PA	CDY29413.1	BnaA06g13830D	A0A078GXT5	3.1.1.14
A06p15810.1_BnaDARv10-PA	CDY29412.1	BnaA06g13840D	A0A078GWA2	
A06p15830.1_BnaDARv10-PA	CDY29409.1	BnaA06g13870D	A0A078GW58	
A06p15850.1_BnaDARv10-PA	CDY29405.1	BnaA06g13910D	A0A078GSD3	
A06p15860.1_BnaDARv10-PA	CDY29404.1	BnaA06g13920D	A0A078GW54	
A06p15870.1_BnaDARv10-PA	CDY29403.1	BnaA06g13930D	A0A078GXS2	
A06p15880.1_BnaDARv10-PA	CDY29402.1	BnaA06g13940D	A0A078GW95	
A06p15890.1_BnaDARv10-PA	CDY29401.1	BnaA06g13950D	A0A078GV54	
A06p15900.1_BnaDARv10-PA	CDY29400.1	BnaA06g13960D	A0A078GSC8	
A06p15910.1_BnaDARv10-PA	CDY29399.1	BnaA06g13970D	A0A078GW49	
A06p15920.1_BnaDARv10-PA	CDY69086.1	BnaA06g38530D	A0A078JTY8	
A06p15930.1_BnaDARv10-PA	CDY29398.1	BnaA06g13980D	A0A078GXR6	
A06p15960.1_BnaDARv10-PA	CDY29396.1	BnaA06g14000D	A0A078GV39	
A06p15990.1_BnaDARv10-PA	CDY29394.1	BnaA06g14020D	A0A078GW44	
A06p16000.1_BnaDARv10-PA	CDY29393.1	BnaA06g14030D	A0A078GXQ9	
A06p16050.1_BnaDARv10-PA	CDY29392.1	BnaA06g14040D	A0A078GW89	
A06p16060.1_BnaDARv10-PA	CDY29391.1	BnaA06g14050D	A0A078GV36	
A06p16070.1_BnaDARv10-PA	CDY29389.1	BnaA06g14070D	A0A078GW41	
A06p16110.1_BnaDARv10-PA	CDY29385.1	BnaA06g14110D	A0A078GSB5	
A06p16140.1_BnaDARv10-PA	CDY29380.1	BnaA06g14160D	A0A078GSB2	
A06p16160.1_BnaDARv10-PA	CDY29378.1	BnaA06g14180D	A0A078GXP4	
A06p16170.1_BnaDARv10-PA	CDY29377.1	BnaA06g14190D	A0A078GW78	
A06p16180.1_BnaDARv10-PA	CDY29376.1	BnaA06g14200D	A0A078GV21	
A06p16200.1_BnaDARv10-PA	CDY29375.1	BnaA06g14210D	A0A078GSA6	
A06p16220.1_BnaDARv10-PA	CDY29374.1	BnaA06g14220D	A0A078GW27	
A06p16240.1_BnaDARv10-PA	CDY29373.1	BnaA06g14230D	A0A078GXN8	
A06p16250.1_BnaDARv10-PA	CDY29372.1	BnaA06g14240D	A0A078GW76	
A06p16260.1_BnaDARv10-PA	CDY29371.1	BnaA06g14250D	A0A078GV15	
A06p16270.1_BnaDARv10-PA	CDY29370.1	BnaA06g14260D	A0A078GSA2	
A06p16280.1_BnaDARv10-PA	CDY29369.1	BnaA06g14270D	A0A078GW23	
A06p16300.1_BnaDARv10-PA	CDY44210.1	BnaC05g15670D	A0A078I016	
A06p16310.1_BnaDARv10-PA	CDY29368.1	BnaA06g14280D	A0A078GXN3	
A06p16330.1_BnaDARv10-PA	CDY29366.1	BnaA06g14300D	A0A078GV09	
A06p16340.1_BnaDARv10-PA	CDY29365.1	BnaA06g14310D	A0A078GS98	
A06p16360.1_BnaDARv10-PA	CDY29363.1	BnaA06g14330D	A0A078GXM7	
A06p16370.1_BnaDARv10-PA	CDY29362.1	BnaA06g14340D	A0A078GW63	
A06p16380.1_BnaDARv10-PA	CDY29361.1	BnaA06g14350D	A0A078GV04	
A06p16390.1_BnaDARv10-PA	CDY29360.1	BnaA06g14360D	A0A078GS93	
A06p16420.1_BnaDARv10-PA	CDY51340.1	BnaCnng20770D	A0A078IJW8	2.1.1.-
A06p16430.1_BnaDARv10-PA	CDY67120.1	BnaA06g38550D	A0A078JL06	
A06p16440.1_BnaDARv10-PA	CDY57566.1	BnaCnng32160D	A0A078J2E3	
A06p16470.1_BnaDARv10-PA	CDY29532.1	BnaA06g14380D	A0A078GWK8	3.4.21.-
A06p16500.1_BnaDARv10-PA	CDY29529.1	BnaA06g14410D	A0A078GWN5	
A06p16510.1_BnaDARv10-PA	CDY29528.1	BnaA06g14420D	A0A078GY83	
A06p16520.1_BnaDARv10-PA	CDY29527.1	BnaA06g14430D	A0A078GWK7	
A06p16530.1_BnaDARv10-PA	CDY29526.1	BnaA06g14440D	A0A078GVK8	
A06p16540.1_BnaDARv10-PA	CDY29525.1	BnaA06g14450D	A0A078GSV1	
A06p16560.1_BnaDARv10-PA	CDY29523.1	BnaA06g14470D	A0A078GY78	
A06p16580.1_BnaDARv10-PA	CDY29521.1	BnaA06g14490D	A0A078GVK5	
A06p16590.1_BnaDARv10-PA	CDY29520.1	BnaA06g14500D	A0A078GSU6	
A06p16620.1_BnaDARv10-PA	CDY29517.1	BnaA06g14530D	A0A078GWK1	
A06p16630.1_BnaDARv10-PA	CDY29516.1	BnaA06g14540D	A0A078GVK0	
A06p16640.1_BnaDARv10-PA	CDY29515.1	BnaA06g14550D	A0A078GST1	
A06p16650.1_BnaDARv10-PA	CDY72183.1	BnaAnng40240D	A0A078JX12	
A06p16670.1_BnaDARv10-PA	CDY29513.1	BnaA06g14570D	A0A078GY58	
A06p16710.1_BnaDARv10-PA	CDY29511.1	BnaA06g14590D	A0A078GVI8	
A06p16740.1_BnaDARv10-PA	CDY66890.1	BnaAnng23160D	A0A078JKC9	
A06p16750.1_BnaDARv10-PA	CDY66891.1	BnaAnng23170D	A0A078JMB2	
A06p16790.1_BnaDARv10-PA	CDY29507.1	BnaA06g14630D	A0A078GWI9	
A06p16810.1_BnaDARv10-PA	CDY29504.1	BnaA06g14660D	A0A078GWH8	
A06p16840.1_BnaDARv10-PA	CDY29501.1	BnaA06g14690D	A0A078GVF3	
A06p16870.1_BnaDARv10-PA	CDY29497.1	BnaA06g14730D	A0A078GWH7	
A06p16880.1_BnaDARv10-PA	CDY29496.1	BnaA06g14740D	A0A078GVE7	
A06p16890.1_BnaDARv10-PA	CDY29495.1	BnaA06g14750D	A0A078GSN1	
A06p16910.1_BnaDARv10-PA	CDY29493.1	BnaA06g14770D	A0A078GY22	
A06p16930.1_BnaDARv10-PA	CDY29492.1	BnaA06g14780D	A0A078GWH1	
A06p16940.1_BnaDARv10-PA	CDY67203.1	BnaA06g38560D	A0A078JHX5	
A06p17010.1_BnaDARv10-PA	CDY29491.1	BnaA06g14790D	A0A078GVE2	
A06p17020.1_BnaDARv10-PA	CDY29489.1	BnaA06g14810D	A0A078GWF8	
A06p17030.1_BnaDARv10-PA	CDY29488.1	BnaA06g14820D	A0A078GY18	
A06p17050.1_BnaDARv10-PA	CDY46023.1	BnaA02g17030D	A0A078IA40	
A06p17060.1_BnaDARv10-PA	CDY29486.1	BnaA06g14840D	A0A078GVD4	
A06p17070.1_BnaDARv10-PA	CDY29485.1	BnaA06g14850D	A0A078GSM1	
A06p17080.1_BnaDARv10-PA	CDY29484.1	BnaA06g14860D	A0A078GWF2	
A06p17120.1_BnaDARv10-PA	CDY29482.1	BnaA06g14880D	A0A078GWF9	
A06p17140.1_BnaDARv10-PA	CDY29480.1	BnaA06g14900D	A0A078GSL7	
A06p17150.1_BnaDARv10-PA	CDY29479.1	BnaA06g14910D	A0A078GWE5	
A06p17160.1_BnaDARv10-PA	CDY29478.1	BnaA06g14920D	A0A078GY03	
A06p17180.1_BnaDARv10-PA	CDY29475.1	BnaA06g14950D	A0A078GSL0	
A06p17190.1_BnaDARv10-PA	CDY29474.1	BnaA06g14960D	A0A078GWD8	
A06p17200.1_BnaDARv10-PA	CDY29473.1	BnaA06g14970D	A0A078GXZ7	
A06p17220.1_BnaDARv10-PA	CDY29472.1	BnaA06g14980D	A0A078GWE6	
A06p17290.1_BnaDARv10-PA	CDY29466.1	BnaA06g15040D	A0A078GVA7	
A06p17300.1_BnaDARv10-PA	CDY29465.1	BnaA06g15050D	A0A078GSJ6	
A06p17330.1_BnaDARv10-PA	CDY62236.1	BnaUnng00740D	A0A078J9M2	
A06p17370.1_BnaDARv10-PA	CDY50840.1	BnaA10g28170D	A0A078IIH9	
A06p17390.1_BnaDARv10-PA	CDY50231.1	BnaA06g15080D	A0A078IJR1	
A06p17400.1_BnaDARv10-PA	CDY50232.1	BnaA06g15090D	A0A078IK08	1.11.1.24
A06p17410.1_BnaDARv10-PA	CDY50233.1	BnaA06g15100D	A0A078IMG7	
A06p17420.1_BnaDARv10-PA	CDY50234.1	BnaA06g15110D	A0A078ILL7	
A06p17440.1_BnaDARv10-PA	CDY72547.1	BnaUnng05240D	A0A078K3R1	
A06p17450.1_BnaDARv10-PA	CDY69881.1	BnaAnng31900D	A0A078JWK5	
A06p17460.1_BnaDARv10-PA	CDY50237.1	BnaA06g15140D	A0A078IK13	
A06p17490.1_BnaDARv10-PA	CDY50240.1	BnaA06g15170D	A0A078IH38	
A06p17500.1_BnaDARv10-PA	CDY50241.1	BnaA06g15180D	A0A078IJS4	
A06p17510.1_BnaDARv10-PA	CDY50242.1	BnaA06g15190D	A0A078IK17	
A06p17520.1_BnaDARv10-PA	CDY50243.1	BnaA06g15200D	A0A078IMH9	
A06p17530.1_BnaDARv10-PA	CDY50244.1	BnaA06g15210D	A0A078ILM3	
A06p17540.1_BnaDARv10-PA	CDY50245.1	BnaA06g15220D	A0A078IH42	
A06p17560.1_BnaDARv10-PA	CDY50246.1	BnaA06g15230D	A0A078IJT0	
A06p17570.1_BnaDARv10-PA	CDY50247.1	BnaA06g15240D	A0A078IK22	
A06p17580.1_BnaDARv10-PA	CDY50248.1	BnaA06g15250D	A0A078IMI4	
A06p17590.1_BnaDARv10-PA	CDY50249.1	BnaA06g15260D	A0A078ILM8	
A06p17600.1_BnaDARv10-PA	CDY63542.1	BnaAnng19010D	A0A078JF12	3.6.4.12
A06p17630.1_BnaDARv10-PA	CDY08199.1	BnaA06g15270D	A0A078F558	
A06p17640.1_BnaDARv10-PA	CDY08198.1	BnaA06g15280D	A0A078F8W5	
A06p17650.1_BnaDARv10-PA	CDY08197.1	BnaA06g15290D	A0A078F506	
A06p17680.1_BnaDARv10-PA	CDY08194.1	BnaA06g15320D	A0A078F554	
A06p17690.1_BnaDARv10-PA	CDY08193.1	BnaA06g15330D	A0A078F8W0	
A06p17710.1_BnaDARv10-PA	CDY08191.1	BnaA06g15350D	A0A078F4A3	
A06p17720.1_BnaDARv10-PA	CDY08190.1	BnaA06g15360D	A0A078F136	
A06p17730.1_BnaDARv10-PA	CDY08189.1	BnaA06g15370D	A0A078F552	
A06p17740.1_BnaDARv10-PA	CDY08188.1	BnaA06g15380D	A0A078F8V6	
A06p17750.1_BnaDARv10-PA	CDY08187.1	BnaA06g15390D	A0A078F501	
A06p17770.1_BnaDARv10-PA	CDY08185.1	BnaA06g15410D	A0A078F132	
A06p17780.1_BnaDARv10-PA	CDY08184.1	BnaA06g15420D	A0A078F548	
A06p17790.1_BnaDARv10-PA	CDY08183.1	BnaA06g15430D	A0A078F8V1	
A06p17810.1_BnaDARv10-PA	CDY08180.1	BnaA06g15460D	A0A078F127	
A06p17820.1_BnaDARv10-PA	CDY08179.1	BnaA06g15470D	A0A078F544	
A06p17840.1_BnaDARv10-PA	CDY08177.1	BnaA06g15490D	A0A078F4Z5	
A06p17850.1_BnaDARv10-PA	CDY08176.1	BnaA06g15500D	A0A078F495	5.3.4.1
A06p17870.1_BnaDARv10-PA	CDY08175.1	BnaA06g15510D	A0A078F122	
A06p17880.1_BnaDARv10-PA	CDY08174.1	BnaA06g15520D	A0A078F542	
A06p17890.1_BnaDARv10-PA	CDY08173.1	BnaA06g15530D	A0A078F8U2	
A06p17900.1_BnaDARv10-PA	CDY08172.1	BnaA06g15540D	A0A078F4Z2	
A06p17910.1_BnaDARv10-PA	CDY08171.1	BnaA06g15550D	A0A078F493	
A06p17930.1_BnaDARv10-PA	CDY08170.1	BnaA06g15560D	A0A078F121	
A06p17940.1_BnaDARv10-PA	CDY08169.1	BnaA06g15570D	A0A078F539	
A06p17950.1_BnaDARv10-PA	CDY08168.1	BnaA06g15580D	A0A078F8T6	
A06p17960.1_BnaDARv10-PA	CDY08167.1	BnaA06g15590D	A0A078F4Y8	
A06p17980.1_BnaDARv10-PA	CDY08165.1	BnaA06g15610D	A0A078F117	
A06p17990.1_BnaDARv10-PA	CDY08164.1	BnaA06g15620D	A0A078F535	
A06p18000.1_BnaDARv10-PA	CDY08163.1	BnaA06g15630D	A0A078F8T1	
A06p18020.1_BnaDARv10-PA	CDY08162.1	BnaA06g15640D	A0A078F4Y6	
A06p18040.1_BnaDARv10-PA	CDY08161.1	BnaA06g15650D	A0A078F488	2.6.1.42
A06p18070.1_BnaDARv10-PA	CDY08155.1	BnaA06g15710D	A0A078F107	
A06p18110.1_BnaDARv10-PA	CDY08152.1	BnaA06g15740D	A0A078F4X9	
A06p18130.1_BnaDARv10-PA	CDY08151.1	BnaA06g15750D	A0A078F483	3.4.19.12
A06p18140.1_BnaDARv10-PA	CDY08150.1	BnaA06g15760D	A0A078F104	
A06p18150.1_BnaDARv10-PA	CDY08149.1	BnaA06g15770D	A0A078F529	
A06p18160.1_BnaDARv10-PA	CDY08148.1	BnaA06g15780D	A0A078F8R7	
A06p18190.1_BnaDARv10-PA	CDY08146.1	BnaA06g15800D	A0A078F480	
A06p18200.1_BnaDARv10-PA	CDY08145.1	BnaA06g15810D	A0A078F101	
A06p18210.1_BnaDARv10-PA	CDY08144.1	BnaA06g15820D	A0A078F527	
A06p18230.1_BnaDARv10-PA	CDY08142.1	BnaA06g15840D	A0A078F4X3	
A06p18240.1_BnaDARv10-PA	CDY08141.1	BnaA06g15850D	A0A078F477	
A06p18260.1_BnaDARv10-PA	CDY08139.1	BnaA06g15870D	A0A078F525	
A06p18270.1_BnaDARv10-PA	CDY08138.1	BnaA06g15880D	A0A078F8Q9	
A06p18280.1_BnaDARv10-PA	CDY08137.1	BnaA06g15890D	A0A078F4X0	
A06p18290.1_BnaDARv10-PA	CDY08136.1	BnaA06g15900D	A0A078F472	
A06p18300.1_BnaDARv10-PA	CDY08135.1	BnaA06g15910D	A0A078F0Z4	
